"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Canada","CAN","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.16","0.15","0.15","0.15","0.15","0.15","0.15","0.14","0.14","0.14","0.14","0.14","0.14","0.14","0.13","0.13","0.13","0.13","0.13","0.12","0.11","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.1","0.08","","","",
"Central Europe and the Baltics","CEB","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.015254996842648","0.0177590324327111","0.0222356660430732","0.0293852015048442","0.0335608363109719","0.0343734603544478","0.0369242167980272","0.0385721579083711","0.0468388205255591","0.054178840040079","0.0487138180620404","0.0682122439097934","0.0614992549493778","0.058747888468348","0.0605057873499371","0.0595069629578234","0.0587110178243832","0.0584795893488779","0.0586506333614137","0.058319995762779","0.0578903547665613","0.0622662513618799","0.0629213377711664","0.0624938637812229","0.0641352291361013","0.0690818583805939","0.0685314581495608","0.065123779393675","0.06868914768112","0.0671767595740342","0.0665403270084507","0.0704325412329291","","",
"Switzerland","CHE","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.29","0.28","0.26","0.22","0.19","0.16","0.14","0.12","0.11","0.1","0.09","0.08","0.08","0.08","0.09","0.09","0.1","0.11","0.12","0.12","0.13","0.13","0.13","0.13","0.12","0.12","0.11","0.1","0.09","0.08","0.06","0.05","","",
"Channel Islands","CHI","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.09","0.11","0.14","0.17","0.21","0.24","0.27","0.29","0.3","0.29","0.27","0.24","0.21","0.18","0.17","0.16","0.18","0.21","0.24","0.28","0.31","0.35","0.37","0.39","0.41","0.42","0.43","0.43","0.44","0.44","0.44","0.45","0.45","",
"China","CHN","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.15","12.98","13.27","12.43","10.98","9.76","8.61","7.33","6.53","5.96","4.98","4.33","3.87","3.43","3.27","2.73","2.54","2.3","2.06","1.85","1.72","1.71","1.44","1.32","1.19","1.1","1.02","0.83","0.7","0.61","0.54","0.52","0.45","",
"Cameroon","CMR","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6","3.44","4.42","5.43","6.48","7.36","7.91","8.07","7.92","7.47","6.88","6.16","5.45","4.77","4.25","3.84","3.53","3.29","3.02","2.8","2.55","2.39","2.13","1.98","1.85","1.65","1.46","1.26","1.08","0.89","0.73","0.61","0.46","",
"Congo, Dem. Rep.","COD","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79","2.72","2.64","2.52","2.4","2.09","1.96","1.88","1.71","1.53","1.45","1.3","1.2","1.1","1.04","0.96","0.89","0.83","0.77","0.71","0.66","0.61","0.55","0.51","0.48","0.43","0.41","0.35","0.32","0.3","0.26","0.19","0.15","",
"Congo, Rep.","COG","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.86","5.97","5.69","5.08","4.58","4.37","4.23","3.96","4.25","4","3.48","3.08","3.32","3.47","3.2","3.36","2.87","2.87","2.83","2.89","2.84","3","3.15","3.42","3.41","3.66","3.87","3.91","4.07","4.43","4.1","4.53","4.76","",
"Colombia","COL","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.24","0.29","0.35","0.39","0.43","0.45","0.47","0.48","0.47","0.48","0.47","0.42","0.41","0.4","0.38","0.38","0.37","0.37","0.39","0.4","0.38","0.35","0.34","0.33","0.32","0.32","0.32","0.34","0.35","0.34","0.32","0.33","0.29","",
"Comoros","COM","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.14","1.2","1.23","1.06","1.04","1.04","1.01","0.98","0.97","0.93","0.96","0.86","0.87","0.85","0.87","0.79","0.66","0.64","0.63","0.64","0.68","0.68","0.68","0.67","0.67","0.68","0.79","0.77","0.72","0.67","0.63","0.58","0.55","",
"Costa Rica","CRI","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12","0.13","0.14","0.15","0.16","0.17","0.18","0.19","0.2","0.21","0.22","0.23","0.24","0.26","0.27","0.28","0.3","0.31","0.33","0.34","0.35","0.36","0.36","0.35","0.33","0.32","0.3","0.29","0.28","0.27","0.26","0.25","0.25","",
"Caribbean small states","CSS","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.845091710265225","0.976369165329124","1.13079453934272","1.21442926627691","1.25501079919118","1.30286727253421","1.29469766518476","1.32247353748352","1.35848665162755","1.3975935518559","1.4264833635089","1.42112008033049","1.45158869296037","1.47239546626408","1.41260230554555","1.3307508217052","1.27279879745677","1.21668257033161","1.15304726108518","1.07774469015044","1.03645340492509","0.976829238693104","0.937715164608924","0.880171895862658","0.836686799411527","0.819559097259593","0.805382794681179","0.800142327083165","0.797656759028143","0.852738712304076","0.791187989903162","0.807753632312074","0.835655396029697","",
"Cuba","CUB","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.02","0.02","0.02","0.03","0.04","0.05","0.08","0.11","0.14","0.18","0.22","0.26","0.29","0.31","0.33","0.34","0.35","0.36","0.36","0.37","0.37","0.37","0.37","0.37","0.37","0.37","0.37","0.37","0.37","0.37","0.37","0.37","",
"Curacao","CUW","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06","0.06","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.05","0.06","0.06","0.07","0.08","0.08","0.09","0.09","0.09","0.1","0.1","0.1","0.1","0.09","0.09","0.08","0.08","0.07","0.06","0.05","","",
"Czechia","CZE","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.03","0.03","0.03","0.03","",
"Germany","DEU","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.07","0.06","0.07","0.07","0.07","0.07","0.06","0.06","0.06","0.06","0.05","0.05","","",
"Djibouti","DJI","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.12","0.12","0.13","0.12","0.12","0.11","0.11","0.1","0.09","0.09","0.09","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.07","0.07","0.07","0.06","0.06","0.06","0.05","0.05","0.04","0.03","","",
"Dominican Republic","DOM","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.52","1.77","1.94","2.06","2.09","2.11","2.04","1.97","1.84","1.68","1.51","1.35","1.22","1.1","1.02","0.95","0.88","0.81","0.75","0.7","0.7","0.7","0.63","0.58","0.55","0.52","0.54","0.56","0.59","0.63","0.65","0.66","0.59","",
"Algeria","DZA","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.04","0.04","0.04","0.05","0.05","0.06","0.06","0.06","0.07","0.07","0.07","0.08","0.08","0.08","0.08","0.08","0.08","0.08","0.08","",
"East Asia & Pacific (excluding high income)","EAP","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)","SH.HIV.INCD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.13","0.16","0.21","0.25","0.31","0.36","0.41","0.43","0.45","0.45","0.43","0.4","0.36","0.34","0.31","0.29","0.27","0.27","0.26","0.25","0.25","0.25","0.25","0.26","0.26","0.25","0.24","0.23","0.21","0.21","0.19","0.19","0.18","",
