"Data Source","World Development Indicators",

"Last Updated Date","2024-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Central African Republic","CAF","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.69","10.24","10.76","10.67","10.26","9.64","8.9","8.07","6.9","6.23","5.61","5.21","4.68","4.26","4.17","3.76","3.62","3.51","3.22","2.99","3.01","2.94","2.89","2.93","2.76","2.82","2.57","2.45","2.54","2.43","2.34","2.49","2.24","",
"Canada","CAN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","0.1","0.1","0.09","0.09","0.08","0.07","0.06","0.06","0.06","0.06","0.06","0.06","0.06","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.03","","","",
"Central Europe and the Baltics","CEB","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0143891139077193","0.0145154815040851","0.0185921822158675","0.0228211517539939","0.0236519039824646","0.0304884373317264","0.0313546645695224","0.0329314240558395","0.040155248803754","0.0462780856668014","0.0415985611324892","0.0486704912232872","0.0395031747751038","0.0395287930567264","0.0396836286778741","0.0406682681485095","0.0405716314996125","0.0407486218615576","0.0412037852397386","0.0406813454537234","0.0407615748916927","0.0394330278678659","0.0435420969391695","0.0433051848193724","0.0426720676390229","0.0435256349969907","0.0430342682964999","0.0395134949277593","0.0390843238129347","0.0428628012482754","0.0434148066616701","0.0430440477597717","","",
"Switzerland","CHE","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08","0.1","0.12","0.15","0.18","0.21","0.24","0.26","0.26","0.26","0.24","0.22","0.19","0.16","0.15","0.15","0.16","0.18","0.22","0.25","0.28","0.31","0.34","0.36","0.37","0.38","0.39","0.39","0.4","0.4","0.41","0.41","0.41","",
"China","CHN","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.47","8.34","8.56","8.07","7.17","6.44","5.69","4.86","4.34","3.97","3.31","2.88","2.56","2.26","2.15","1.79","1.66","1.5","1.34","1.21","1.13","1.13","0.96","0.89","0.8","0.74","0.69","0.57","0.48","0.42","0.37","0.36","0.31","",
"Cameroon","CMR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.59","3.41","4.38","5.38","6.43","7.33","7.85","7.99","7.83","7.4","6.81","6.1","5.4","4.73","4.21","3.81","3.51","3.26","3","2.79","2.54","2.39","2.14","1.99","1.87","1.67","1.48","1.28","1.1","0.91","0.75","0.63","0.47","",
"Congo, Dem. Rep.","COD","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.33","2.26","2.19","2.1","2.01","1.75","1.64","1.57","1.43","1.27","1.21","1.08","1","0.92","0.87","0.8","0.75","0.69","0.64","0.59","0.55","0.51","0.46","0.42","0.4","0.36","0.34","0.3","0.27","0.26","0.22","0.16","0.13","",
"Congo, Rep.","COG","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.32","5.48","5.23","4.69","4.24","4.08","3.93","3.68","3.96","3.73","3.25","2.87","3.1","3.25","3.01","3.17","2.72","2.72","2.69","2.75","2.72","2.89","3.04","3.33","3.34","3.61","3.84","3.91","4.09","4.47","4.15","4.59","4.83","",
"Colombia","COL","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.11","0.13","0.15","0.16","0.17","0.17","0.18","0.18","0.17","0.18","0.17","0.16","0.15","0.15","0.14","0.14","0.14","0.14","0.15","0.15","0.14","0.13","0.12","0.12","0.12","0.12","0.11","0.12","0.12","0.12","0.11","0.11","0.1","",
"Comoros","COM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","0.01","0.01","0.01","0.01","0.01","0.01","0.01","",
"Cabo Verde","CPV","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.54","0.55","0.55","0.47","0.46","0.46","0.44","0.44","0.43","0.42","0.44","0.4","0.41","0.4","0.41","0.37","0.32","0.31","0.3","0.31","0.33","0.34","0.34","0.34","0.34","0.35","0.4","0.39","0.36","0.33","0.31","0.29","0.27","",
"Costa Rica","CRI","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.06","0.07","0.07","0.08","0.08","0.09","0.1","0.11","0.12","0.14","0.15","0.18","0.2","0.23","0.26","0.28","0.31","0.34","0.37","0.39","0.41","0.43","0.43","0.42","0.41","0.4","0.38","0.37","0.36","0.34","0.34","0.33","0.32","",
"Caribbean small states","CSS","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.442861989856507","0.512583173859105","0.597601436882686","0.649427995405189","0.688102498575385","0.724528581335288","0.735535495824862","0.749979328745972","0.76590599181417","0.777842965228913","0.783485257156174","0.772712146649527","0.772809668406096","0.776891686657998","0.755464736461465","0.731057132775286","0.715683786485226","0.712614659317955","0.713255434584351","0.705148993498128","0.700443385549764","0.67660779698","0.654431262286677","0.620218439682649","0.592701263468959","0.575785433387198","0.564191279154109","0.552116119896235","0.543139288465003","0.559681807171736","0.521422681719081","0.523650818437979","0.528313997881443","",
"Cuba","CUB","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.03","0.03","0.03","0.03","0.03","0.04","0.06","0.09","0.13","0.17","0.22","0.27","0.31","0.35","0.38","0.41","0.42","0.43","0.44","0.45","0.46","0.46","0.46","0.45","0.45","0.44","0.44","0.44","0.44","0.44","0.44","0.44","0.44","",
"Curacao","CUW","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.04","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.05","0.05","0.06","0.06","0.06","0.07","0.07","0.07","0.07","0.07","0.07","0.06","0.06","0.05","0.05","0.04","0.03","","",
"Czechia","CZE","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","0.04","",
"Germany","DEU","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.05","0.05","0.05","0.05","0.05","0.05","0.04","0.04","0.04","0.04","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.03","0.02","0.02","0.02","0.02","0.02","0.01","","",
"Dominican Republic","DOM","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6","1.84","2.01","2.13","2.17","2.19","2.13","2.05","1.93","1.75","1.58","1.41","1.28","1.15","1.06","0.99","0.91","0.84","0.78","0.73","0.73","0.73","0.66","0.61","0.58","0.55","0.57","0.59","0.63","0.67","0.69","0.69","0.63","",
"Algeria","DZA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.01","0.02","0.02","0.02","0.02","0.02","0.02","0.03","0.03","0.03","0.03","0.04","0.04","0.04","0.04","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","0.05","",
"East Asia & Pacific (excluding high income)","EAP","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)","SH.HIV.INCD.YG.P3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.15","0.19","0.24","0.29","0.36","0.42","0.47","0.5","0.52","0.53","0.51","0.47","0.43","0.4","0.37","0.34","0.33","0.32","0.31","0.3","0.31","0.31","0.31","0.32","0.31","0.31","0.29","0.28","0.26","0.26","0.23","0.23","0.23","",
